get_deployed_facilities	get_total_distance	get_total_distance_after_interdiction	get_interdicted_facilities
16	185443.286713	271430.46801	5
16	185443.286713	289978.446588	6
16	185443.286713	309082.708818	7
16	185443.286713	347472.624425	8
16	185443.286713	371822.990325	9
16	185443.286713	449015.594647	11
16	185443.286713	521614.21397	12
17	182900.108684	204434.640576	3
17	182900.108684	253458.728668	4
17	182900.108684	255448.962171	5
17	182900.108684	266293.163144	6
17	182900.108684	303776.491365	7
17	182900.108684	333260.531197	8
17	182900.108684	369813.595672	9
17	182900.108684	408502.992581	10
17	182900.108684	425277.701268	11
17	182900.108684	429200.763675	12
17	182900.108684	475400.008252	14
18	181946.475998	207797.932829	3
18	181946.475998	212151.814964	4
18	181946.475998	243190.292707	5
18	181946.475998	260383.368836	6
18	181946.475998	268495.986796	7
18	181946.475998	324592.082563	8
18	181946.475998	330396.897896	9
18	181946.475998	350121.348224	10
18	181946.475998	387893.513519	12
18	181946.475998	400942.676925	13
18	181946.475998	481881.496287	14
19	173570.588553	242042.861823	5
19	173570.588553	244316.092685	6
19	173570.588553	260984.883825	7
19	173570.588553	284261.950539	8
19	173570.588553	322605.812981	9
19	173570.588553	332461.390795	11
19	173570.588553	385224.74768	12
19	173570.588553	444066.618918	13
19	173570.588553	481587.776462	14
19	173570.588553	492437.58717	15
21	161294.418059	194563.751137	4
21	161294.418059	206145.204546	5
21	161294.418059	209689.291814	7
21	161294.418059	244944.451965	8
21	161294.418059	263886.755589	9
21	161294.418059	298447.330491	10
21	161294.418059	309688.730058	11
21	161294.418059	347789.425307	13
21	161294.418059	382058.754116	15
21	161294.418059	398679.083655	16
21	161294.418059	409018.466717	17
22	152939.252565	163471.721887	4
22	152939.252565	169227.843093	5
22	152939.252565	226137.04247	6
22	152939.252565	241065.268737	7
22	152939.252565	253673.784692	8
22	152939.252565	264727.542729	9
22	152939.252565	294455.792674	10
22	152939.252565	330343.604335	11
22	152939.252565	339199.974572	13
22	152939.252565	376764.850625	14
22	152939.252565	440146.534687	16
22	152939.252565	444130.614923	17
28	143836.587349	193560.907157	8
28	143836.587349	219408.790534	9
28	143836.587349	237912.421097	10
28	143836.587349	241395.808457	11
28	143836.587349	254616.050934	12
28	143836.587349	302090.961136	13
28	143836.587349	316109.023775	17
28	143836.587349	344304.614632	18
28	143836.587349	432812.931849	21
123	20368.2512986	57605.1602908	47
123	20368.2512986	66927.0329441	50
123	20368.2512986	69652.4155775	52
123	20368.2512986	82758.8160742	54
123	20368.2512986	85732.7983176	57
123	20368.2512986	87930.9496455	58
123	20368.2512986	91761.3874598	59
123	20368.2512986	93533.302912	61
123	20368.2512986	96136.0597188	62
123	20368.2512986	96176.7054131	63
123	20368.2512986	102877.965335	66
123	20368.2512986	109005.745127	68
123	20368.2512986	113449.945999	76
124	16940.9898582	58382.6612301	47
124	16940.9898582	65620.9667207	48
124	16940.9898582	71153.833554	50
124	16940.9898582	73245.7747402	55
124	16940.9898582	77562.6983013	56
124	16940.9898582	78685.4546069	58
124	16940.9898582	89258.8057227	59
124	16940.9898582	93101.4963361	63
124	16940.9898582	101365.472327	64
124	16940.9898582	109826.607711	66
124	16940.9898582	110347.681032	78
127	11766.663176	54698.7519499	47
127	11766.663176	61763.5052976	50
127	11766.663176	65496.0899707	55
127	11766.663176	72700.9586366	57
127	11766.663176	73914.0859956	58
127	11766.663176	75405.5993083	59
127	11766.663176	85610.1824543	60
127	11766.663176	87580.6350773	61
127	11766.663176	91156.6151069	63
127	11766.663176	93868.6602502	66
127	11766.663176	104267.809584	70
127	11766.663176	106086.47385	72
129	10615.0970373	60936.0266839	51
129	10615.0970373	62812.2611243	52
129	10615.0970373	65881.5938618	55
129	10615.0970373	69562.6207805	56
129	10615.0970373	73211.0425223	57
129	10615.0970373	78030.5302866	58
129	10615.0970373	82676.0126799	64
129	10615.0970373	87220.1996177	66
129	10615.0970373	91779.9008857	70
129	10615.0970373	97681.8014783	71
129	10615.0970373	99374.0402539	75
131	8131.09886213	56620.8505623	51
131	8131.09886213	58611.3580247	53
131	8131.09886213	62249.0935864	54
131	8131.09886213	67104.6709063	56
131	8131.09886213	68278.391569	57
131	8131.09886213	69679.3546328	58
131	8131.09886213	72103.7619575	59
131	8131.09886213	73879.2737828	62
131	8131.09886213	75942.8443961	63
131	8131.09886213	80359.9913668	64
131	8131.09886213	84803.2394542	67
131	8131.09886213	93122.0663155	68
131	8131.09886213	96641.5021727	76
131	8131.09886213	99143.5277659	77
133	6845.17974716	46222.88393	49
133	6845.17974716	55910.5507716	53
133	6845.17974716	59868.4645454	54
133	6845.17974716	65933.0909773	57
133	6845.17974716	70844.6012978	61
133	6845.17974716	75381.6759332	63
133	6845.17974716	78083.9494772	65
133	6845.17974716	79254.9092598	66
133	6845.17974716	80456.6221103	67
133	6845.17974716	83398.6794254	69
133	6845.17974716	84935.1701471	71
133	6845.17974716	86765.3519545	72
133	6845.17974716	88817.4871393	73
133	6845.17974716	92863.1879445	74
135	6440.27125967	48657.7792456	53
135	6440.27125967	56933.7156044	56
135	6440.27125967	70278.248091	57
135	6440.27125967	72336.1265959	62
135	6440.27125967	82431.0959746	63
135	6440.27125967	85355.5805052	67
135	6440.27125967	85439.3473505	71
135	6440.27125967	85646.8235676	73
135	6440.27125967	90573.9094109	75
136	5750.27226997	46858.9981848	53
136	5750.27226997	48547.6600556	55
136	5750.27226997	50808.5259753	57
136	5750.27226997	58955.7398703	58
136	5750.27226997	63759.8079754	59
136	5750.27226997	67029.9425646	61
136	5750.27226997	75411.4379385	63
136	5750.27226997	79644.5536965	67
136	5750.27226997	82278.5984866	70
136	5750.27226997	90820.5518785	74
136	5750.27226997	91398.2567565	83
136	5750.27226997	95634.178818	84
137	5661.32993404	42765.0926904	48
137	5661.32993404	50314.4760207	52
137	5661.32993404	52523.4418621	55
137	5661.32993404	52789.6354087	56
137	5661.32993404	56021.3319491	57
137	5661.32993404	60709.7138972	59
137	5661.32993404	61895.0761453	60
137	5661.32993404	62866.0342932	61
137	5661.32993404	68092.7587838	62
137	5661.32993404	73436.9226869	64
137	5661.32993404	74694.5249158	66
137	5661.32993404	81814.59122	67
137	5661.32993404	89342.4802943	70
137	5661.32993404	89483.1526632	80
139	5029.98371882	47405.9910558	54
139	5029.98371882	53524.087783	58
139	5029.98371882	54763.9570845	59
139	5029.98371882	59826.0215118	60
139	5029.98371882	60353.4945102	61
139	5029.98371882	68645.1300981	62
139	5029.98371882	71227.71142	65
139	5029.98371882	75689.8213779	70
139	5029.98371882	75895.9480116	72
139	5029.98371882	84888.7558254	73
139	5029.98371882	87553.5862537	76
139	5029.98371882	88471.3926508	77
139	5029.98371882	89630.0227908	79
140	3552.88746364	49841.1229843	53
140	3552.88746364	51909.2283252	55
140	3552.88746364	58504.3321779	56
140	3552.88746364	63275.1423011	62
140	3552.88746364	64534.9975439	64
140	3552.88746364	68831.9132072	65
140	3552.88746364	72646.3003021	67
140	3552.88746364	78273.6862466	68
140	3552.88746364	81021.9507845	71
140	3552.88746364	81623.8570471	74
140	3552.88746364	85841.3367641	75
140	3552.88746364	88902.2238147	78
140	3552.88746364	97646.6451968	82
149	20.8806130178	39763.2697391	57
149	20.8806130178	50896.4398641	58
149	20.8806130178	51501.2070763	61
149	20.8806130178	56816.6914217	62
149	20.8806130178	58066.3019408	64
149	20.8806130178	60140.5334471	66
149	20.8806130178	61334.0403066	67
149	20.8806130178	62204.4814687	69
149	20.8806130178	62710.5419659	70
149	20.8806130178	65879.3834312	71
149	20.8806130178	67954.1695371	72
149	20.8806130178	74357.4437693	73
149	20.8806130178	74600.2155659	76
149	20.8806130178	75889.2898345	78
149	20.8806130178	81151.2124653	79
149	20.8806130178	81463.9208886	82
149	20.8806130178	83194.0679077	84
150	0.0	51425.7591624	59
150	0.0	51728.1303908	60
150	0.0	54055.5273543	62
150	0.0	60494.35252	63
150	0.0	63376.4927746	68
150	0.0	67454.3548978	71
150	0.0	70159.7940662	72
150	0.0	71799.6481004	75
150	0.0	75875.1347172	76
150	0.0	76177.668692	78
150	0.0	82094.8370346	81
150	0.0	87791.4800375	86
